SMILES,CHEMSPIDER_ID,CHEMBL_ID,CHEMBL_KNOWN_DRUG,CHEMBL_ALTERNATE_NAME,CLINICALTRIALS_DB,CONCENTRATION_uM,
O(C(=O)c1n(cnc1)C(C)c1ccccc1)CC,33418,CHEMBL23731,No,Hypnomidate|SID845401|Amidate|SID144204179|SID50085887|,1,10.0,
O(C(=O)c1n(cnc1)[C@H](C)c1ccccc1)CC,580864,CHEMBL681,Yes,SID11114097|Amidate|Etomidate|,67,10.1,
O(C(C)(c1ccccc1)c1ncccc1)CCN(C)C,3050,CHEMBL1004,Yes,Doxy-Sleep-Aid|Unisom|Decapryn|Doxylamine|SID90340822|,14,10.0,
O(C(CC)CC)[C@@H]1C=C(C[C@H](N)[C@H]1NC(=O)C)C(O)=O,395929,CHEMBL674,No,Oseltamivir acid|Tamiflu|Oseltamivir|Ro-640796|,7930,6.4,
O(C(CC)CC)[C@@H]1C=C(C[C@H](N)[C@H]1NC(=O)C)C(OCC)=O,58540,CHEMBL1229,Yes,Oseltamivir Carboxylate|Ro-640796|Oseltamivir|,208,10.0,
O(C(C[N+](C)(C)C)C)C([O-])=N,8351761,,,,0,10.0,
O(C(c1ccccc1)c1ccccc1)C1CC2N(C(C1)CC2)C,2254,CHEMBL116590,No,SID90340875|SID50110969|SID50110968|,0,10.0,
O(C(c1ccccc1)c1ccccc1)CCN(C)C,2989,CHEMBL657,Yes,Beldin|SID90341811|SID104171144|SID11111059|SID11111060|Diphenhydramine|SID50100219|SID124879862|SID50104292|Antitussive|Benylin|Benadryl|Dibenil|SID26751623|SID85148365|Belix|Diphen|Hydramine|Silphen|,199,10.0,
O(C(c1ccccc1C)c1ccccc1)CCN(C)C,4440,CHEMBL900,Yes,Orphengesic|SID90341796|Invagesic|SID124880989|Disipal|Orphenadrine|Norflex|Norgesic|,2,10.0,
O(C)C1=C[C@H]2[C@@]3(CC1=O)c1c(C[C@@H]2N(CC3)C)ccc(OC)c1O,10179905,CHEMBL248095,No,Sinomenine,0,10.0,
O(C)C1C2CC3C45C6CC(C4N(CC6(OC(=O)c4ccccc4NC(=O)C)CCC5OC)CC)C(O)(CC2OC)C13O,3749,,,,0,10.0,
O(C)C=1C(=O)C(CCCCCCCCCCO)=C(C)C(=O)C=1OC,3558,CHEMBL252556,No,SID26719872|SID29216196|SID144205417|Idebenone|,43,10.2,
O(C)C=1C(=O)C(C\C=C(\CC\C=C(\CC\C=C(\CC\C=C(\CC\C=C(\CC\C=C(\CC\C=C(\CC\C=C(\CC\C=C(\CC\C=C(\C)/C)/C)/C)/C)/C)/C)/C)/C)/C)/C)=C(C)C(=O)C=1OC,4445197,CHEMBL454801,No,SID29215368|Ubidecarenone|,2,10.0,
O(C)c1c(OC)cc(cc1OC)C(=O)NC1CCCNC1,5395,CHEMBL1566956,No,SID26719893|Troxipide|,0,10.1,
O(C)c1c(OC)cc(cc1OC)C(=O)NCc1ccc(OCCN(C)C)cc1,5375,CHEMBL1201256,Yes,Trimethobenzamide|SID11112414|,5,10.0,
O(C)c1c(OC)cc(cc1OC)C(O)=O,8054,CHEMBL377172,No,SID93576696|3|4|5-Trimethoxybenzoic Acid|,0,10.0,
O(C)c1c(OC)cc(cc1OC)C(OCC(N(C)C)(CC)c1ccccc1)=O,5372,CHEMBL190044,No,Trimebutine Maleate|Trimebutine|,3,10.0,
O(C)c1c(OC)cc(cc1OC)C(O[C@@H]1C[C@H]2[C@H](C[C@H]3N(CCc4c5c([nH]c34)cc(OC)cc5)C2)[C@H](C(OC)=O)[C@H]1OC)=O,5566,CHEMBL772,Yes,SID90341213|SID56463068|SID50105550|Rau-Sed|SID50105551|SID144204658|Serpalan|Serpate|SID26752948|SID50105552|Hiserpia|Reserpine|Sandril|SID50105553|SID17389743|Serpanray|SID107574|Serpasil|Serpivite|,10,10.0,
O(C)c1c(OC)cc(cc1OC)Cc1cnc(nc1N)N,5376,CHEMBL22,Yes,SID26751820|Proloprin|SID85747719|Monotrim|SID857743|SID11111923|Polytrim|Trimethoprim|BW-5672|SID26747124|Primsol|SID50085866|SID17389524|SID26747125|BW-56-72|Trimpex|Trimpex 200|TCMDC-125538|SID85231275|SID11111924|SID50104512|SID104171255|SID50104513|SID11113621|Proloprim|SID90340764|,320,10.0,
O(C)c1c(OC)cc(cc1OC)\C=C\C(O)=O,642910,CHEMBL501235,No,SID26724201|SID26749575|SID93576732|,0,10.0,
O(C)c1c2c(ccc1OC)cc-1[n+](CCc3cc(OC)c(OC)cc-13)c2,17947,CHEMBL206106,No,SID11112538,0,10.0,
O(C)c1cc(C)c(\C=C\C(=C\C=C\C(=C\C(O)=O)\C)\C)c(C)c1C,4447573,CHEMBL1131,Yes,Soriatane|Ro-10-1670-000|SID26756475|Ro-101670000|Etretin|SID49640651|SID29216416|Acitretin|,55,10.0,
O(C)c1cc(Cc2cnc(nc2N)N)c(cc1OC)C,21899,CHEMBL494760,No,Ro-59754|Ormetoprim|SID124893341|SID144206073|SID49681676|SID50112776|,0,10.0,
O(C)c1cc(NC(CCCN)C)c2ncccc2c1,4739,CHEMBL506,Yes,SID24715073|Primaquine|SID24715072|,157,10.0,
O(C)c1cc(O)c(cc1)C(=O)C,10621,CHEMBL1079227,No,SID26749994|Paeonol|,0,10.0,
O(C)c1cc(O)c2c(c1)C(=O)c1c(C2=O)c(O)cc(c1)C,10193,CHEMBL42624,No,Physcion|SID137474|SID26750092|,0,10.0,
O(C)c1cc(OC)c(OC)cc1C=O,19331,CHEMBL1164301,No,Asaraldehyde|SID85272410|SID26747327|SID144214031|SID17389557|,0,10.0,
O(C)c1cc(OC)cc(O)c1C(=O)C,60021,CHEMBL450288,No,SID26749841|SID93576700|,0,10.0,
O(C)c1cc(OC)cc(OC)c1C(=O)CCCN1CCCC1,2373,CHEMBL188921,No,SID11112743|SID26757801|Buflomedil|,1,10.0,
O(C)c1cc(OC)ccc1C(=O)C,63208,,,,0,10.0,
O(C)c1cc(cc(OC)c1)\C=C\c1ccc(O)cc1,4445042,CHEMBL83527,No,Pterostilbene|SID26719768|4-(3|5-Dimethoxystyryl)Phenol|SID26657958|Pterostilben|,2,10.0,
O(C)c1cc(cc(OC)c1O)C(=O)C,16280,CHEMBL224146,No,SID93576707|Acetosyringone|SID26749836|,0,10.0,
O(C)c1cc(cc(OC)c1O)C=O,8333,CHEMBL225303,No,Sinapaldehyde,0,10.0,
O(C)c1cc(ccc1O)C(O)=O,8155,CHEMBL120568,No,SID22405517|Vanillic Acid|,7726,10.0,
O(C)c1cc(ccc1O)C=O,13860434,CHEMBL13883,No,SID50105631|SID17389583|SID26753082|vanilline|Vanillin|SID79257|,0,10.0,
O(C)c1cc(ccc1O)CC(O)=O,1675,CHEMBL1562,No,Homovanillic Acid|SID90341697|SID11111257|SID50106435|SID26732591|SID85231070|,7727,10.0,
O(C)c1cc(ccc1O)CC=C,13876103,CHEMBL42710,No,SID50105594|SID26753011|Eugenol|SID26747361|SID17389879|,5,10.0,
O(C)c1cc(ccc1O)CCC(=O)C,28952,CHEMBL25894,No,Zingerone|Vanillylacetone|,0,10.0,
O(C)c1cc(ccc1O)CNC(=O)CCCC\C=C/C(C)C,1265956,CHEMBL313971,No,SID11113512|SID11112338|SID26719735|SID124882262|Zucapsaicin|SID11113255|SID11113513|SID124882263|,8,10.0,
O(C)c1cc(ccc1O)CNC(=O)CCCC\C=C\C(C)C,1265957,CHEMBL294199,Yes,SID26752818|SID26747263|SID124883045|SID50105473|Capsaicin|Qutenza|SID26752820|SID124883049|SID124890089|SID124883047|SID56463572|SID144204368|SID26752819|SID104171351|SID17389996|SID124883050|,205,10.0,
O(C)c1cc(ccc1O)C[C@H]([C@@H](Cc1cc(OC)c(O)cc1)CO)CO,58845,CHEMBL368347,No,Secoisolariciresinol,0,10.0,
O(C)c1cc(ccc1O)\C=C\C(=O)CC(=O)\C=C\c1cc(OC)c(O)cc1,839564,CHEMBL140,No,SID855880|SID124882764|SID124882767|SID104171337|SID91276|SID124882763|SID144204354|SID56422380|SID144205058|SID50104137|SID50104138|SID17389087|,0,10.0,
O(C)c1cc(ccc1O)\C=C\C(O)=O,393368,CHEMBL32749,No,SID26748470|SID47193700|Ferulic acid|SID69416|,7729,10.0,
O(C)c1cc(ccc1OC)C(=O)NCc1ccc(OCCN(C)C)cc1,3660,CHEMBL2107457,No,Itopride,33,10.0,
O(C)c1cc(ccc1OC)C(C(C)C)(CCCN(CCc1cc(OC)c(OC)cc1)C)C#N,2425,CHEMBL6966,Yes,Verapamil|CP-165331|Covera-HS|Verelan|Calan SR|SID50104520|Isoptin|D-365|Iproveratril|SID104171262|SID124881789|CP-16533-1|Calan|SID90340771|SID26751825|SID124881790|Isoptin SR|SID50104518|Tarka|SID50104519|SID124881792|,0,10.0,
O(C)c1cc(ccc1OC)CC1NCCc2c1cc(OC)c(OC)c2,5225,CHEMBL160919,No,Tetrahydropapaverine,0,10.0,
O(C)c1cc(ccc1OC)CCN,8114,CHEMBL26019,No,2-(3|4-Dimethoxyphenyl)Ethanamine|SID14719304|,0,10.0,
O(C)c1cc(ccc1OC)CCNC(=O)CN1N=C(CCC1=O)c1ccccc1,13133662,,,,0,10.0,
O(C)c1cc(ccc1OC)C[C@H]1[N@+](CCc2cc(OC)c(OC)cc12)(CCC(OCCCCCOC(=O)CC[N@+]1(CCc2cc(OC)c(OC)cc2[C@H]1Cc1cc(OC)c(OC)cc1)C)=O)C,56615,CHEMBL1201248,Yes,Cisatracurium,37,10.0,
O(C)c1cc(ccc1OC)Cc1nccc2c1cc(OC)c(OC)c2,4518,CHEMBL19224,No,SID50104295|SID11111623|SID11111625|Papaverine|SID124881091|SID11111624|SID90341237|,19,10.0,
O(C)c1cc(ccc1OC)\C=C\C(=O)Nc1ccccc1C(O)=O,4445411,CHEMBL415324,No,Tranilast|Rizaben|SID855567|MK-341|SID50103920|SID50103918|SID26719641|SID90341124|SID85231347|SID50103919|SID49645767|SID144204387|,30,10.0,
O(C)c1cc2C3N(CC(CC(C)C)C(=O)C3)CCc2cc1OC,5796,CHEMBL117785,Yes,Tetrabenazine|SID29216102|SID144205356|Ro-19569|SID50086515|SID90341774|Xenazine|,22,10.0,
O(C)c1cc2CC[C@H]3[C@@H]4CC[C@@](O)(C#C)[C@]4(CC[C@@H]3c2cc1)C,6054,CHEMBL1201151,Yes,Mestranol|EE3-ME|SID56422167|SID29215140|33355|SID144204751|SID8139980|,6,10.0,
O(C)c1cc2N([C@@H]3[C@@]4([C@H]5N(CC=C[C@@]5(CC)[C@@H](O)[C@]3(O)C(=O)N)CC4)c2cc1[C@@]1(c2[nH]c3c(c2CCN2C[C@@](O)(C[C@H](C1)C2)CC)cccc3)C(OC)=O)C,37302,CHEMBL219146,No,Compound 112531|Vindesine|,64,9.7,
O(C)c1cc2N([C@@H]3[C@@]4([C@H]5N(CC=C[C@@]5(CC)[C@@H](OC(=O)C)[C@]3(O)C(OC)=O)CC4)c2cc1[C@@]1(c2[nH]c3c(c2CCN2C[C@@](O)(C[C@H](C1)C2)CC)cccc3)C(OC)=O)C,211446,CHEMBL22969,No,SID50125838|SID124893649|[3H]-Vinblastine|,0,11.2,
O(C)c1cc2[C@]34[C@@H]([C@@H](N(CC3)C)Cc2cc1)CCCC4,13109865,CHEMBL52440,Yes,SID50100218|SID11111057|Dextromethorphan|Dimetane-DX|,155,10.0,
O(C)c1cc2[nH]c3c(CCN=C3C)c2cc1,10211258,CHEMBL340807,No,SID26748426|SID124882835|SID11113138|SID26753726|SID11533026|SID50107397|SID124882832|SID26748427|SID124882834|Harmaline|SID56424137|SID50107396|SID26753727|,0,10.0,
O(C)c1cc2[nH]c3c(c2cc1)ccnc3C,4444445,CHEMBL269538,No,SID50107399|SID118045984|SID124882255|SID26753728|SID26753729|SID11112332|SID26748430|SID124882257|SID124882258|SID124882259|Harmine|SID85239699|SID124360166|,0,10.0,
O(C)c1cc2c(CC(CC3CCN(CC3)Cc3ccccc3)C2=O)cc1OC,3040,CHEMBL502,Yes,Aricept|Donepezil|SID50112790|E-2020|,558,10.0,
O(C)c1cc2c([nH]cc2C=2CCNCC=2)cc1,97138,CHEMBL18785,No,RU-24969|SID11113783|SID26751964|,0,10.1,
O(C)c1cc2c([nH]cc2C=NNC(=NCCCCC)N)cc1,10609889,CHEMBL76370,Yes,HTF-919|SID26749090|Tegaserod|Zelmac|SDZ-HTF-919|SID144205034|,51,10.0,
O(C)c1cc2c([nH]cc2CCN)cc1,1767,CHEMBL8165,No,SID11111484|SID90341792|5-Methoxytryptamine|SID14719328|,8,10.0,
O(C)c1cc2c([nH]cc2CCNC(=O)C)cc1,872,CHEMBL45,No,SID90340716|SID26747238|SID46500483|Melatonin|SID17388930|N-(2-(5-Methoxy-1H-Indol-3-Yl)Ethyl)Acetamide|SID11111468|SID26752764|SID50105414|SID105815|N-Acetyl-5-Methoxytryptamine|SID104171188|SID17389536|SID85231137|,431,10.0,
O(C)c1cc2c(cc(cc2)CCC(=O)C)cc1,4256,CHEMBL1070,Yes,Nabumetone|SID11112767|BRL-14777|Relafen|SID26748824|SID8139968|,17,10.0,
O(C)c1cc2c(cc(cc2)[C@@H](C(O)=O)C)cc1,137720,CHEMBL154,Yes,Naproxen|Naprosyn|Ec-Naprosyn|Equiproxen|SID11112669|Anaprox|SID90341518|Aleve|RS-3540|Naprelan|,553,10.0,
O(C)c1cc2c(cc1)C(=CCC2)C(=O)C,9826088,,,,0,20.0,
O(C)c1cc2c(cc1)c(ccc2)C(=O)C,84806,,,,0,20.0,
O(C)c1cc2c(cc1OC)cc1[n+](ccc3cc(OC)c(OC)cc13)c2C,21795,CHEMBL1184668,No,,0,10.0,
O(C)c1cc2c(nccc2[C@@H](O)[C@H]2N3C[C@@H](C(C2)CC3)C=C)cc1,8231,CHEMBL387326,Yes,SID144205942|SID124893255|SID50085957|SID29218039|Quinine|,95,10.0,
O(C)c1cc2c(nccc2[C@@H](O)[C@H]2N3C[C@@H]([C@H](C2)CC3)C=C)cc1,84989,CHEMBL170,No,Quinsan|Quinine|Quinamm|,0,10.0,
O(C)c1cc2c(nccc2[C@@H](O)[C@H]2[N@@]3C[C@@H]([C@H](C2)CC3)C=C)cc1,84989,CHEMBL170,No,Quinsan|Quinine|Quinamm|,0,10.0,
O(C)c1cc2c(nccc2[C@H](O)[C@@H]2N3C[C@@H]([C@H](C2)CC3)C=C)cc1,389880,CHEMBL1294,No,SID56320931|SID17389531|SID56320932|,63,10.0,
O(C)c1cc2c(nccc2[C@H](O)[C@@H]2N3C[C@@H]([C@H](C2)CC3)CC)cc1,82624,CHEMBL531472,No,,0,10.0,
O(C)c1cc2n(c3c(c2cc1)ccnc3C)C,426608,CHEMBL44889,No,,0,20.0,
O(C)c1ccc(OC)cc1C(O)CNC(=O)CN,4050,CHEMBL1201212,Yes,Midodrine,84,10.0,
O(C)c1ccc(cc1)-c1c2[nH]c3c(c2ccc1)cccc3,,,,,0,20.0,
O(C)c1ccc(cc1)C(CN(C)C)C1(O)CCCCC1,5454,CHEMBL637,Yes,SID90341232|Effexor Xr|Venlafaxine|Effexor|SID26748923|,381,10.0,
O(C)c1ccc(cc1)C(O)=O,10181338,CHEMBL21932,No,4-Methoxybenzoic Acid|4-Methoxybenzoate|P-Methoxybenzoic Acid|4-Methoxy-Benzoic Acid|,7729,10.0,
O(C)c1ccc(cc1)CC=C,13850247,CHEMBL470671,No,SID49718200|SID26747358|Estragol|SID17389897|Estragole|Esteragol|,0,10.0,
O(C)c1ccc(cc1)CCC(O)=O,86435,CHEMBL1738950,No,SID124899151,0,10.0,
O(C)c1ccc(cc1)C[C@@H](NC[C@@H](O)c1cc(NC=O)c(O)cc1)C,2299166,CHEMBL1433762,No,SID11114088,0,10.0,
O(C)c1ccc(cc1)C[C@H]1NC[C@H](O)[C@H]1OC(=O)C,222267,CHEMBL423192,No,GNF-Pf-4549|SID47193747|SID117834|SID26752154|TCMDC-125504|Flagecidin|,0,10.0,
O(C)c1ccc(cc1)\C=C\C,553166,CHEMBL452630,No,SID26747369|Anethole|,0,10.0,
O(C)c1ccc(cc1)\C=C\C(=N\NC(=O)N\N=C(\C=C\c1ccc(OC)cc1)/C(C)C)\C(C)C,4978739,CHEMBL1992672,No,SID509145,0,10.0,
O(C)c1ccc(cc1O)\C=C\C(O)=O,643318,CHEMBL233295,No,SID56314647|Isoferulic Acid|,7730,10.0,
O(C)c1cccc(O)c1O,13033,CHEMBL1518159,No,SID26749778,0,10.0,
O(C)c1ccccc1N1CCN(CC1)CC(O)COc1c2c(ccc1)cccc2,4265,CHEMBL142635,No,SID26719853|SID49681769|Naftopidil|SID50104483|SID144203756|SID90340768|SID104171197|SID26751791|,11,10.0,
O(C)c1ccccc1N1CCN(CC1)CCCNC=1N(C)C(=O)N(C)C(=O)C=1,5437,CHEMBL279229,No,SID11114211|SID11111936|SID104171260|Urapidil|SID26752246|SID11111935|SID90341686|SID99361071|,12,10.0,
O(C)c1n(nc(c1)C)-c1nc(cc(OC)n1)C,3129,CHEMBL1411693,No,DA-398|Methopyrimazole|SID11532970|Epirizole|SID11112646|Mepirizole|,0,10.0,
O(CC(=O)c1nccc2c1[nH]c1c2cccc1)C,159686,,,,0,20.0,
O(CC(C(CC)C)(COC(=O)N)C)C(=O)N,5919,CHEMBL1200922,Yes,Mebutamate|Dormate|W-583|,0,10.0,
O(CC(CCC)(COC(=O)N)C)C(=O)NC(C)C,2478,CHEMBL1233,Yes,Rela|SID17389120|SID124879774|SID85230985|SID56424069|SID50105222|SID855912|SID26752303|Carisoprodol|Soma|SID90341406|,12,10.0,
O(CC(COC(=O)N)c1ccccc1)C(=O)N,3214,CHEMBL1094,Yes,Felbamate|SID50104096|SID90340922|W-554|SID144203696|SID855835|SID56422162|Felbatol|SID11113343|,4,10.0,
O(CC(N)C)c1c(cccc1C)C,4034,CHEMBL558,Yes,Mexiletine|Mexitil|SID90341048|,29,10.0,
O(CC(N1CCCCC1)C)c1ccccc1Cc1ccccc1,2236,CHEMBL2105910,No,Benproperine|Benproperine Phosphate|,0,10.0,
O(CC(NC(C(O)c1ccc(O)cc1)C)C)c1ccccc1,3651,CHEMBL1197051,No,Isoxsuprine,0,10.0,
O(CC(O)CN1CCC(O)(CC1)c1ccccc1)c1ccc(cc1)C(=O)CC,89362,,,,0,10.0,
O(CC(O)CN1CCN(CC1)CC(=O)Nc1c(cccc1C)C)c1ccccc1OC,51354,CHEMBL1404,Yes,CVT-303|SID26749061|SID50107515|RS-43285-003|SID104171232|SID56463697|Ranexa|SID90340842|SID26749060|Ranolazine|,181,10.0,
O(CC(O)CNC(C)(C)C)c1c2C[C@H](O)[C@H](O)Cc2ccc1,35815,CHEMBL649,Yes,SID855594|Nadolol|SQ-11725|SID56422422|Corgard|,37,10.0,
O(CC(O)CNC(C)C)c1c2c([nH]cc2)ccc1,4662,CHEMBL500,Yes,SID85231175|SID50104680|SID104171209|SID855790|Pindolol|SID26747149|SID90341348|SID26752014|SID144203772|LB-46|Prinodolol|SID50104681|Visken|SID26747148|,30,10.0,
O(CC(O)CNC(C)C)c1c2c(ccc1)cccc2,4777,CHEMBL27,Yes,SID90341556|Inderide-40/25|Innopran Xl|Inderal|SID50104497|SID124881056|Propranolol|SID26755283|SID26751802|Inderide-80/25|,415,10.0,
O(CC(O)CNC(C)C)c1ccc(NC(=O)CCC)cc1C(=O)C,1901,CHEMBL642,Yes,Sectral|Acebutolol|,14,10.0,
O(CC(O)CNC(C)C)c1ccc(cc1)CC(=O)N,2162,CHEMBL24,Yes,SID50104387|SID855957|Atenolol|ICI-66082|Esatenolol|Unibloc|SID50085956|Ibinolo|SID90340978|SID26751696|Tenormin|,226,10.0,
O(CC(O)CNC(C)C)c1ccc(cc1)CCC(OC)=O,53916,CHEMBL768,Yes,Brevibloc|Esmolol|,111,10.0,
O(CC(O)CNC(C)C)c1ccc(cc1)CCOCC1CC1,2279,CHEMBL423,Yes,Betaxolol,11,10.0,
O(CC(O)CNC(C)C)c1ccc(cc1)COCCOC(C)C,2312,CHEMBL645,Yes,Zebeta|CL-297939|Ziac|SID90341096|EMD-33512|SID50104637|Bisoprolol|EMD-33-512|SID29215032|SID26751965|,111,10.0,
O(CC(O)CNCCC)c1ccccc1C(=O)CCc1ccccc1,4763,CHEMBL631,Yes,GNF-Pf-4594|Rythmol Sr|Rythomol|SID124881115|Rythmol|SID50105251|SID26752315|SID104171212|SID50105252|SID26752316|Propafenone|SID90341088|SID144203779|,31,10.0,
O(CC(O)COC(=O)N)c1ccccc1OC,3964,CHEMBL1201117,Yes,Methocarbamol|Miolaxin|Robaxin-750|Forbaxin|SID26747218|Neuraxin|Robaxin|Delaxin|SID855587|SID56422407|SID26747217|,7,10.0,
O(CC)C(=O)[C@@H](N[C@H](C(=O)N1Cc2c(C[C@H]1C(O)=O)cccc2)C)CCc1ccccc1,49565,CHEMBL1592,Yes,Accupril|CI-906|Quinapril|,57,10.0,
O(CC)C(=O)[C@@H](N[C@H](C(=O)N1[C@@H]2[C@H](C[C@H]1C(O)=O)CCC2)C)CCc1ccccc1,4514937,CHEMBL1168,Yes,SID49664947|Ramipril|HOE-498|Altace|,365,10.0,
O(CC)C(=O)[C@H](N[C@H](C(=O)N1CCC[C@H]1C(O)=O)C)CCc1ccccc1,4514913,,,,0,10.0,
O(CC)c1cc(ccc1C(O)=O)CC(=O)N[C@@H](CC(C)C)c1ccccc1N1CCCCC1,59377,CHEMBL1272,Yes,Repaglinide|SID49648522|Prandin|SID26719812|AG-EE 623 ZW|SID11112894|AGEE-623ZW|,106,10.0,
O(CC)c1cc(ccc1O)C=O,8154,CHEMBL508676,No,SID17389584|Ethyl Vanillin|SID26753060|SID68564|,335,10.0,
O(CC1CCC=CC1)CC(O)Cn1c2c(nc1CC)cccc2,2900913,CHEMBL1903103,No,SID24788088,0,10.0,
O(CC1c2c(-c3c1cccc3)cccc2)C(=O)N[C@@H](Cc1c2c([nH]c1)cccc2)C(O)=O,848066,CHEMBL292051,No,SID57261343,0,10.0,
O(CCC)c1ccc(cc1N)C(OCCN(CC)CC)=O,4766,CHEMBL1196,Yes,Ophthetic|Alcaine|Ophthaine|SID11112907|Kainair|Paracaine|Proparacaine|SID124882712|,30,10.0,
O(CCCC(C(O)=O)(C)C)c1cc(ccc1C)C,3345,CHEMBL457,Yes,SID49718189|SID144204164|Gemfibrozil|SID11112705|Lopid|SID26751515|SID855780|CI-719|SID17389870|,55,10.0,
O(CCCCCCC(=O)NO)c1cc2c(ncnc2Nc2cc(ccc2)C#C)cc1OC,24650802,CHEMBL598797,No,SID137276021,0,50.0,
O(CCCCCCCCC)c1cc2c([nH]cc2CCN)cc1,1731,CHEMBL97450,No,SID26751955|SID11113772|,0,9.9,
O(CCCCCOc1ccc(cc1)C(N)=N)c1ccc(cc1)C(N)=N,4573,CHEMBL55,Yes,Pentam|Pentamidine|SID50123736|Pentacarinat [as isethionate]|Pentamidine Isetionate|Nebupent [as isethionate]|Nebupent|Pentacarinat|RP-2512|Pentam 300 [as isethionate]|Pentam 300|Pentamidine Isethionate|GNF-Pf-3680|MB-800 [As Isethionate]|SID75273|SID50123735|MB-800|,69,10.0,
O(CCCCNC)c1ccccc1Cc1ccccc1,2286,CHEMBL1192517,No,Bifemelane|Bifemelane Hydrochloride|SID11113692|SID144204477|,0,10.0,
O(CCCCc1nn[nH]n1)c1ccc(C(=O)C)c(O)c1CCC,3831,CHEMBL162358,No,Tomelukast|SID50104046|SID124883314|SID144204379|LY-171883|SID26719670|SID104171362|SID26751501|LY-171833|SID855757|SID26751500|,0,10.0,
O(CCCN(C)C)c1cc2nc(nc(NC3CCN(CC3)C)c2cc1OC)N1CCCN(CC1)C,24531957,CHEMBL576781,No,UNC0224|SID124896712|,0,6.0,
O(CCCN1CCCC1)c1cc2nc(nc(NC3CCN(CC3)C(C)C)c2cc1OC)C1CCCCC1,25057612,CHEMBL1231795,No,,0,-,
O(CCCNC(=O)COC(=O)C)c1cc(ccc1)CN1CCCCC1,4926,CHEMBL46102,No,Roxatidine Acetate,4698,10.0,
O(CCCOC)c1cc(ccc1OC)C[C@H](C(C)C)C[C@H](N)[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C(=O)N)(C)C,4591452,CHEMBL1639,Yes,SPP100|Aliskiren|Tekturna|,436,10.0,
O(CCCc1ccccc1)C(=O)N,4606,CHEMBL1079576,No,Phenprobamate|SID26758011|MH-532|SID49674599|SID144205768|,0,10.1,
O(CCN(C)C)C(=O)Nc1cc(NC(OCCN(C)C)=O)ccc1C,264653,,,,0,10.0,
O(CCN(C)C)c1ccc(cc1)C(=C(CC)c1ccccc1)c1ccccc1,2297519,CHEMBL300460,No,SID26755249,0,10.0,
O(CCN(C)C)c1ccc(cc1)\C(=C(\CC)/c1ccccc1)\c1ccccc1,2015313,CHEMBL83,Yes,SID11113844|SID50104685|Nolvadex|SID90340643|SID50104683|SID50104684|SID26752017|Soltamox|SID50104686|ICI-46474|Tamoxifen|SID56320712|SID26752018|,684,10.0,
O(CCNC)c1ccc(cc1)\C(=C(\CC)/c1ccccc1)\c1ccc(O)cc1,8266287,CHEMBL1093458,No,Endoxifen,9,10.0,
O(CCNCC(O)COc1c2c3c([nH]c2ccc1)cccc3)c1ccccc1OC,2487,CHEMBL723,Yes,Carvedilol|SID90341342|BM-14.190|SID50112972|Coreg CR|Coreg|SID26719722|BM-14-190|SID50112973|SID26719723|BM 14.190|,320,10.0,
O(CC[C@H](NC(=O)c1ccccc1)C(=O)NCc1ccccc1)c1cc(ccc1)[C@H]1C[C@@H]1N,26607592,CHEMBL1797705,No,,0,-,
O(CC[N+](C)(C)C)C(=O)N,2454,CHEMBL965,Yes,SID11110943|SID90341139|Carbachol|Miostat|Isopto Carbachol|SID26756576|SID11110944|Carbastat|,5,10.0,
O(C[C@@H](NC(=O)C)C(=O)NCc1ccccc1)C,189902,CHEMBL58323,Yes,Erlosamide|Vimpat|Lacosamide|,0,10.0,
O(Cc1cc2c(cc(cc2)CN(CC)CC)cc1)C(=O)Nc1ccc(cc1)C(=O)NO,7980752,CHEMBL1213492,No,,0,50.0,
O(Cc1ccc(cc1)CNCCCCN(O)C(=O)\C=C\C(OC)=O)C(=O)Nc1c2c(ccc1)cccc2,,,,,0,-,
O(Cc1ccccc1)C(=O)NC(C(C)C)C(=O)NC(Cc1c2c([nH]c1)cccc2)C(O)=O,297105,,,,0,10.0,
O(Cc1ccccc1)C(=O)NCC(=O)NCC(=O)N1CCCC1C(O)=O,263011,,,,0,10.0,
O(Cc1ccccc1)C(=O)NC[C@@H]1C[C@H]2[C@H](N(C1)C)Cc1c3c2cccc3n(c1)C,26687,CHEMBL19215,No,SID50104076|SID56422452|SID85231339|SID90341228|Metergoline|SID26751517|SID144204359|SID124882907|SID50104077|SID104171342|FI-6337|SID50104078|MCE|SID855801|SID26751518|,0,10.0,
O(Cc1cccnc1)C(=O)NCc1ccc(cc1)C(=O)Nc1ccccc1N,4111,CHEMBL27759,No,Entinostat|SID137275820|SID529250|SNDX-275|MS-275|SID29217590|,103,50.0,
O([C@H](CCNC)c1ccccc1)c1ccccc1C,49516,CHEMBL641,Yes,Atomoxetine|SID11114266|Strattera|,371,10.0,
O([N+](=O)[O-])CCNC(=O)c1cccnc1,43240,CHEMBL284906,No,Aprior|Ikorel|Nikoran|Nitorubin|SG-75|SID11114278|Nicorandil|Sigmart|Dancor|SID26719873|SID85148372|,28,10.0,
O(\N=C\1/CCn2c3c/1nccc3c1c2cccc1)CC=C,,,,,0,20.0,
O(c1cc(ccc1)C(C(O)=O)C)c1ccccc1,3225,CHEMBL1297,Yes,53858|Fenoprofen|Nalfon|,0,10.1,
